zone,param,timestamp,value
Mundka,NO2,2026-06-23 20:00:00,84.1
Mundka,NO2,2026-06-23 21:00:00,92.5
Mundka,NO2,2026-06-23 22:00:00,93.9
Mundka,NO2,2026-06-23 23:00:00,101.1
Mundka,NO2,2026-06-24 00:00:00,105.9
Mundka,NO2,2026-06-24 01:00:00,94.3
Mundka,NO2,2026-06-24 02:00:00,90.8
Mundka,NO2,2026-06-24 03:00:00,86.1
Mundka,NO2,2026-06-24 04:00:00,84.5
Mundka,NO2,2026-06-24 05:00:00,86.6
Mundka,NO2,2026-06-24 06:00:00,80.8
Mundka,NO2,2026-06-24 07:00:00,84.0
Mundka,NO2,2026-06-24 08:00:00,85.5
Mundka,NO2,2026-06-24 09:00:00,85.4
Mundka,NO2,2026-06-24 10:00:00,75.5
Mundka,NO2,2026-06-24 11:00:00,74.5
Mundka,NO2,2026-06-24 12:00:00,69.3
Mundka,NO2,2026-06-24 13:00:00,69.1
Mundka,NO2,2026-06-24 14:00:00,
Mundka,NO2,2026-06-24 15:00:00,80.4
Mundka,NO2,2026-06-24 16:00:00,102.4
Mundka,NO2,2026-06-25 17:00:00,102.9
Mundka,NO2,2026-06-25 18:00:00,126.2
Mundka,NO2,2026-06-25 19:00:00,114.2
Mundka,NO2,2026-06-25 20:00:00,129.4
Mundka,NO2,2026-06-25 21:00:00,118.8
Mundka,NO2,2026-06-25 22:00:00,112.7
Mundka,NO2,2026-06-25 23:00:00,105.8
Mundka,NO2,2026-06-26 00:00:00,112.3
Mundka,NO2,2026-06-26 01:00:00,114.2
Mundka,NO2,2026-06-26 02:00:00,115.8
Mundka,NO2,2026-06-26 03:00:00,122.4
Mundka,NO2,2026-06-26 04:00:00,122.7
Mundka,NO2,2026-06-26 05:00:00,112.6
Mundka,NO2,2026-06-26 06:00:00,115.4
Mundka,NO2,2026-06-26 07:00:00,110.4
Mundka,NO2,2026-06-26 08:00:00,94.0
Mundka,NO2,2026-06-26 09:00:00,108.5
Mundka,NO2,2026-06-26 10:00:00,105.9
Mundka,NO2,2026-06-26 11:00:00,89.3
Mundka,NO2,2026-06-26 12:00:00,92.8
Mundka,NO2,2026-06-26 13:00:00,89.9
Mundka,NO2,2026-06-26 14:00:00,86.1
Mundka,NO2,2026-06-26 18:00:00,78.6
Mundka,NO2,2026-06-26 19:00:00,72.6
Mundka,NO2,2026-06-26 20:00:00,81.6
Mundka,NO2,2026-06-26 21:00:00,80.7
Mundka,NO2,2026-06-26 22:00:00,103.5
Mundka,NO2,2026-06-26 23:00:00,101.9
Mundka,NO2,2026-06-27 00:00:00,103.3
Mundka,NO2,2026-06-27 01:00:00,101.7
Mundka,NO2,2026-06-27 02:00:00,108.3
Mundka,NO2,2026-06-27 03:00:00,104.2
Mundka,NO2,2026-06-27 04:00:00,108.4
Mundka,NO2,2026-06-27 05:00:00,117.1
Mundka,NO2,2026-06-27 06:00:00,110.9
Mundka,NO2,2026-06-27 07:00:00,104.0
Mundka,NO2,2026-06-27 08:00:00,98.5
Mundka,NO2,2026-06-27 09:00:00,99.8
Mundka,NO2,2026-06-27 10:00:00,97.7
Mundka,NO2,2026-06-27 11:00:00,101.3
Mundka,NO2,2026-06-27 12:00:00,103.7
Mundka,NO2,2026-06-27 13:00:00,110.2
Mundka,NO2,2026-06-27 14:00:00,106.5
Mundka,NO2,2026-06-27 15:00:00,101.7
Mundka,NO2,2026-06-27 16:00:00,103.0
Mundka,NO2,2026-06-27 17:00:00,100.6
Mundka,NO2,2026-06-27 18:00:00,105.6
Mundka,NO2,2026-06-27 19:00:00,105.2
Mundka,NO2,2026-06-27 20:00:00,111.4
Mundka,NO2,2026-06-27 21:00:00,127.1
Mundka,NO2,2026-06-27 22:00:00,138.2
Mundka,NO2,2026-06-27 23:00:00,129.4
Mundka,NO2,2026-06-28 00:00:00,131.5
Mundka,NO2,2026-06-28 01:00:00,125.8
Mundka,NO2,2026-06-28 02:00:00,104.7
Mundka,NO2,2026-06-28 03:00:00,109.4
Mundka,NO2,2026-06-28 04:00:00,107.1
Mundka,NO2,2026-06-28 05:00:00,110.8
Mundka,NO2,2026-06-28 06:00:00,112.8
Mundka,NO2,2026-06-28 07:00:00,113.3
Mundka,NO2,2026-06-28 08:00:00,101.1
Mundka,NO2,2026-06-28 09:00:00,99.7
Mundka,NO2,2026-06-28 10:00:00,97.2
Mundka,NO2,2026-06-28 11:00:00,106.3
Mundka,NO2,2026-06-28 12:00:00,100.8
Mundka,NO2,2026-06-28 13:00:00,100.5
Mundka,NO2,2026-06-28 14:00:00,98.0
Mundka,NO2,2026-06-28 15:00:00,102.8
Mundka,NO2,2026-06-28 16:00:00,103.7
